Pnum,BiasCondition,HarmCondition,ExplicitLowHarm,ExplicitHighHarm,ImplicitLowHarm,ImplicitHighHarm,Accountability_1,Accountability_2,Accountability_3,Accountability_4,Accountability_4_REV,Accountability_5,Accountability_5_REV,Accountability_6,xAccountability,Concern_1,Concern_1_REV,Concern_2,Concern_2_REV,Concern_3,Concern_3_REV,Concern_4,Concern_5,Concern_6,Concern_7,xConcern,Reform_1,Reform_2,Reform_3,Reform_4,Reform_5,xReform,Punish_1,Punish_2,Punish_3,xPunish,BiasPercep_1,BiasPercep_2,BiasPercep_3,BiasPercep_3_REV,BiasPercep_4,xBiasPercep,Attribution,MCP_1,MCP_2,MCP_3,MCP_4,MCP_5,xEMS,MCP_6,MCP_7,MCP_7_REV,MCP_8,MCP_9,MCP_10,xIMS,BiasAware_1,BiasAware_2,BiasAware_3,BiasAware_4,BiasAware_4_REV,xBiasAware,IB_Know_1,IB_Know_2,IB_Know_3,xIBKnow,BiasDef,Job,MedicalProf,YearBorn,Age,Gender,Gender_Recoded,Race_1,Race_2,Race_3,Race_4,Race_5,Race_6,Race_6_TEXT,White_Nonwhite,Cons,Lib,Lib_REV,xCons,Party,Party_TEXT,FESSUP,Suspicion,Feedback,Hype,Prev
108,0.5,-0.5,0,0,1,0,4,3,5,4,4,5,3,7,4.33,2,6,5,3,4,4,3,2,6,4,4.00,7,6,6,6,5,6.00,4,5,3,4.00,6,5,6,2,5,4.50,6,4,5,5,2,5,4.20,5,6,2,4,2,2,3.00,5,6,4,7,1,4.00,5,4,5,4.67,3,web designer,0,1983,33,1,-0.50,1,0,0,0,0,0,,0.50,5,6,2.00,3.50,1,,1,0,great study,,2
109,0.5,-0.5,0,0,1,0,4,5,5,5,3,3,5,5,4.50,6,2,6,2,6,2,6,7,6,7,4.57,6,2,5,3,5,4.20,2,4,2,2.67,6,6,2,6,6,6.00,4,5,5,6,5,4,5.00,6,3,5,5,6,5,5.40,6,3,4,4,4,4.25,6,6,7,6.33,3,Data Analyst,0,1963,53,2,0.50,0,1,1,0,0,0,,0.50,3,6,2.00,2.50,1,,1,0,,To get people's opinions about implicit biases.,2
110,0.5,-0.5,0,0,1,0,3,4,4,4,4,4,4,4,3.83,4,4,3,5,5,3,4,4,4,5,4.14,4,4,3,5,4,4.00,5,4,5,4.67,3,4,5,3,4,3.50,5,4,3,3,5,4,3.80,5,4,4,4,4,4,4.20,4,5,5,4,4,4.50,3,3,3,3.00,3,educator,0,1986,30,1,-0.50,0,0,0,1,0,0,,0.50,1,7,1.00,1.00,1,,1,0,,,2
111,0.5,-0.5,0,0,1,0,2,5,5,3,5,2,6,6,4.83,5,3,6,2,6,2,3,3,3,3,2.71,6,5,6,3,3,4.60,3,6,2,3.67,6,6,2,6,6,6.00,5,5,5,5,5,2,4.40,6,5,3,6,3,6,4.80,5,5,5,2,6,5.25,6,6,6,6.00,3,firefighter,0,1987,29,1,-0.50,0,0,1,0,0,0,,-0.50,3,5,3.00,3.00,3,,1,0,nah,see how we respond after reading about implicit bias,2
112,0.5,-0.5,0,0,1,0,4,5,5,3,5,3,5,6,5.00,3,5,3,5,4,4,5,5,4,4,4.57,6,6,6,5,6,5.80,6,6,6,6.00,5,5,3,5,5,5.00,5,5,5,5,5,4,4.80,4,4,4,4,4,4,4.00,5,5,5,3,5,5.00,5,5,5,5.00,3,retail,0,1988,28,1,-0.50,0,0,1,0,0,0,,-0.50,2,6,2.00,2.00,3,,1,0,n,unsure,2
113,0.5,-0.5,0,0,1,0,3,7,7,3,5,3,5,6,5.50,3,5,5,3,4,4,6,7,4,7,5.14,7,4,5,6,6,5.60,1,3,1,1.67,4,1,5,3,1,2.25,5,6,7,7,7,6,6.60,7,2,6,6,7,7,6.60,5,5,6,2,6,5.50,6,6,7,6.33,3,Insurance Agent,0,1979,37,2,0.50,0,0,1,0,0,0,,-0.50,1,6,2.00,1.50,3,,1,0,no,Thoughts about other groups of people,2
114,0.5,-0.5,0,0,1,0,3,6,6,5,3,2,6,5,4.83,6,2,5,3,5,3,7,7,7,7,5.14,7,6,7,6,4,6.00,4,6,4,4.67,6,6,2,6,6,6.00,7,5,3,5,3,3,3.80,7,2,6,7,7,6,6.60,6,2,6,2,6,5.00,6,6,7,6.33,3,Office manager,0,1986,30,2,0.50,0,0,1,0,0,0,,-0.50,2,6,2.00,2.00,3,,1,0,nope.,Measuring people's understanding of implicit bias,2
115,0.5,-0.5,0,0,1,0,6,7,7,2,6,1,7,6,6.50,5,3,5,3,5,3,7,7,7,7,5.29,7,3,7,6,5,5.60,6,5,3,4.67,2,3,2,6,2,3.25,3,6,6,6,6,5,5.80,5,3,5,5,6,5,5.20,5,5,2,3,5,4.25,6,6,5,5.67,3,sales manager,0,1970,46,1,-0.50,0,0,1,0,0,0,,-0.50,6,2,6.00,6.00,2,,1,0,no comments,The study was about how to deal with bias.,2
116,0.5,-0.5,0,0,1,0,4,5,5,4,4,4,4,6,4.67,4,4,4,4,4,4,6,6,5,5,4.86,5,5,5,5,5,5.00,4,5,5,4.67,5,5,4,4,5,4.75,5,2,2,2,2,2,2.00,6,2,6,6,6,6,6.00,5,4,5,4,4,4.50,5,5,5,5.00,3,Barista,0,1988,28,2,0.50,0,0,1,1,1,0,,0.50,1,7,1.00,1.00,3,,1,0,No.,To see how people view their own and others' implicit biases,2
117,0.5,-0.5,0,0,1,0,7,6,7,1,7,7,1,5,5.50,2,6,1,7,2,6,7,7,6,7,6.57,6,7,6,6,6,6.20,7,7,6,6.67,7,4,6,2,6,4.75,1,6,3,6,7,3,5.00,6,2,6,5,7,5,5.80,6,6,7,6,2,5.25,7,6,7,6.67,1,BUS OPERATOR,0,1985,31,1,-0.50,1,0,0,0,0,0,,0.50,7,2,6.00,6.50,2,,1,0,NO,IDK,2
118,0.5,-0.5,0,0,1,0,6,6,6,2,6,2,6,7,6.17,4,4,4,4,4,4,7,7,6,7,5.57,7,6,6,6,7,6.40,5,6,4,5.00,2,2,3,5,2,2.75,5,2,2,5,1,1,2.20,7,1,7,7,7,7,7.00,3,2,4,4,4,3.25,7,7,7,7.00,3,Self employed,0,1973,43,1,-0.50,0,0,1,0,1,0,,0.50,1,7,1.00,1.00,1,,1,0,None,To find out how people feel about biases doctors may have and whether they should be punished for them. Also to find out if participants believe that they have implicit biases.,2
119,0.5,-0.5,0,0,1,0,6,6,6,4,4,5,3,7,5.33,6,2,4,4,4,4,5,5,5,5,4.29,5,4,5,5,4,4.60,2,5,2,3.00,5,5,3,5,6,5.25,4,2,2,2,2,2,2.00,6,2,6,6,6,6,6.00,4,1,1,7,1,1.75,6,6,5,5.67,3,nurse,1,1985,31,2,0.50,1,0,0,0,0,0,,0.50,4,6,2.00,3.00,1,,1,0,,bias,2
120,0.5,-0.5,0,0,1,0,6,6,6,4,4,3,5,7,5.67,3,5,3,5,3,5,6,6,6,6,5.57,7,7,7,7,7,7.00,4,4,4,4.00,3,5,4,4,3,3.75,5,4,4,4,4,4,4.00,6,1,7,6,7,6,6.40,4,5,5,3,5,4.75,6,6,6,6.00,3,Freelancer,0,1985,31,2,0.50,1,0,0,0,0,0,,0.50,3,5,3.00,3.00,3,,1,0,,Opinions on implicit bias in doctors.,2
121,0.5,-0.5,0,0,1,0,3,6,6,4,4,3,5,5,4.83,3,5,4,4,4,4,6,6,6,6,5.29,7,6,7,6,5,6.20,4,6,4,4.67,2,5,3,5,2,3.50,4,3,1,6,2,2,2.80,7,1,7,7,7,5,6.60,1,5,5,3,5,4.00,7,7,6,6.67,3,student,0,1990,26,2,0.50,0,0,1,0,0,0,,-0.50,1,7,1.00,1.00,1,,1,0,none,to see how an article on ageism may predispose people to answer bias questions certain ways,2
122,0.5,-0.5,0,0,1,0,1,5,3,6,2,5,3,5,3.17,5,3,5,3,5,3,3,5,3,2,3.14,6,3,4,3,5,4.20,2,5,2,3.00,2,3,3,5,2,3.00,5,5,3,6,6,2,4.40,6,4,4,2,2,6,4.00,6,4,2,5,3,3.75,1,2,4,2.33,4,Remote service technician,0,1995,21,1,-0.50,0,0,1,0,0,0,,-0.50,2,5,3.00,2.50,1,,1,0,,Seems like to see how biased others are besides doctors.,2
123,0.5,-0.5,0,0,1,0,6,5,5,4,4,2,6,6,5.33,3,5,5,3,5,3,7,7,7,7,5.57,6,4,6,4,4,4.80,4,6,4,4.67,5,5,3,5,5,5.00,4,5,4,5,5,4,4.60,7,2,6,7,6,7,6.60,5,5,5,2,6,5.25,3,5,4,4.00,3,disabled,0,1970,46,1,-0.50,0,0,1,0,0,0,,-0.50,1,7,1.00,1.00,1,,1,0,,I'm unsure,3
124,0.5,-0.5,0,0,1,0,7,7,7,1,7,2,6,7,6.83,1,7,1,7,1,7,7,7,7,7,7.00,7,7,7,7,7,7.00,7,7,7,7.00,1,1,7,1,1,1.00,7,1,1,1,1,1,1.00,7,1,7,7,7,7,7.00,1,1,1,7,1,1.00,5,5,6,5.33,3,Crewleader,0,1968,48,2,0.50,0,0,1,0,0,0,,-0.50,1,6,2.00,1.50,1,,1,0,,Peoples implicit biases,2
125,0.5,-0.5,0,0,1,0,5,4,4,5,3,4,4,4,4.00,4,4,5,3,4,4,4,4,5,5,4.14,3,4,4,5,5,4.20,5,5,4,4.67,5,5,6,2,5,4.25,4,4,5,4,4,4,4.20,4,4,4,5,5,4,4.40,5,4,4,5,3,4.00,4,4,5,4.33,1,retal,0,1986,30,1,-0.50,0,0,1,0,0,0,,-0.50,4,5,3.00,3.50,1,,1,0,no,not sure,2
126,0.5,-0.5,0,0,1,0,4,6,4,3,5,2,6,6,5.17,4,4,5,3,5,3,6,6,6,6,4.86,7,6,7,7,6,6.60,6,6,6,6.00,5,5,4,4,5,4.75,5,4,4,4,4,4,4.00,4,4,4,4,4,4,4.00,4,4,4,4,4,4.00,5,5,5,5.00,3,HOMEMAKER,0,1984,32,2,0.50,0,0,1,0,0,0,,-0.50,7,1,7.00,7.00,2,,1,0,,NO IDEA,2
127,0.5,-0.5,0,0,1,0,3,3,3,7,1,7,1,4,2.50,7,1,7,1,7,1,1,5,1,5,2.14,5,5,5,5,5,5.00,1,1,1,1.00,5,5,1,7,5,5.50,1,7,7,7,7,1,5.80,7,2,6,7,5,5,6.00,3,1,1,1,7,3.00,1,1,5,2.33,3,Unemployed,0,1977,39,2,0.50,0,1,0,0,0,0,,0.50,4,4,4.00,4.00,1,,1,0,None,I don't know.,2
128,0.5,-0.5,0,0,1,0,6,7,7,2,6,2,6,7,6.50,1,7,2,6,6,2,6,7,6,6,5.71,7,7,7,7,7,7.00,5,7,7,6.33,5,4,4,4,4,4.25,4,6,5,6,6,7,6.00,6,5,3,6,2,7,4.80,5,5,5,3,5,5.00,7,7,7,7.00,3,researcher,0,1979,37,1,-0.50,0,1,0,0,0,0,,0.50,5,5,3.00,4.00,3,,1,0,no comments,Take a real look about implicit bias of doctors to older patients.,2
129,0.5,-0.5,0,0,1,0,7,7,7,1,7,1,7,7,7.00,1,7,1,7,1,7,7,7,7,7,7.00,7,7,7,7,7,7.00,7,7,7,7.00,5,5,3,5,5,5.00,7,7,7,7,7,1,5.80,7,1,7,7,7,7,7.00,7,7,7,1,7,7.00,1,7,7,5.00,3,homemaker,0,1982,34,2,0.50,0,0,1,0,0,0,,-0.50,1,7,1.00,1.00,1,,1,0,,,2
130,0.5,-0.5,0,0,1,0,3,2,4,5,3,4,4,6,3.67,4,4,5,3,5,3,3,3,4,4,3.43,4,3,5,4,3,3.80,4,6,5,5.00,2,2,6,2,2,2.00,4,5,6,5,4,4,4.80,6,2,6,6,6,6,6.00,1,1,2,7,1,1.25,5,5,4,4.67,3,Student,0,1998,18,1,-0.50,0,0,1,0,0,0,,-0.50,7,1,7.00,7.00,2,,1,0,,not sure,2
131,0.5,-0.5,0,0,1,0,6,6,6,2,6,2,6,6,6.00,2,6,2,6,2,6,6,6,6,6,6.00,5,6,4,5,5,5.00,6,6,6,6.00,5,3,3,5,5,4.50,3,4,3,4,2,2,3.00,2,2,6,6,6,6,5.20,2,2,3,5,3,2.50,2,6,5,4.33,3,Office Manager,0,1976,40,2,0.50,0,0,1,0,0,0,,-0.50,6,2,6.00,6.00,2,,1,0,Non,To get opinions on bias attitudes,2
132,0.5,-0.5,0,0,1,0,4,5,5,4,4,3,5,6,4.83,5,3,4,4,5,3,5,5,5,5,4.29,7,5,6,4,5,5.40,4,5,4,4.33,4,4,3,5,3,4.00,4,2,3,5,3,2,3.00,6,3,5,5,6,5,5.40,3,3,4,5,3,3.25,6,6,6,6.00,3,carpenter,0,1985,31,1,-0.50,0,0,0,1,0,0,,0.50,1,6,2.00,1.50,1,,1,0,,How people respond when they're aware of bias.,3
133,0.5,-0.5,0,0,1,0,4,4,5,4,4,4,4,5,4.33,5,3,4,4,4,4,5,4,4,5,4.14,5,5,5,5,4,4.80,5,4,4,4.33,5,4,4,4,5,4.50,4,5,4,5,5,4,4.60,5,4,4,5,5,5,4.80,5,4,4,5,3,4.00,5,4,4,4.33,3,sales,0,1983,33,1,-0.50,0,0,1,0,0,0,,-0.50,4,4,4.00,4.00,3,,1,0,no,How we view bias,2
134,0.5,-0.5,0,0,1,0,4,4,5,3,5,4,4,5,4.50,5,3,5,3,5,3,5,5,5,5,4.14,5,5,5,5,5,5.00,5,5,5,5.00,5,5,5,3,5,4.50,5,3,5,6,6,3,4.60,6,2,6,5,6,3,5.20,4,4,4,4,4,4.00,5,5,5,5.00,3,Criminologist,0,1997,19,2,0.50,0,0,0,1,0,0,,0.50,5,3,5.00,5.00,2,,1,0,NA,NA,2
135,0.5,-0.5,0,0,1,0,4,5,4,3,5,3,5,6,4.83,4,4,4,4,4,4,5,5,5,5,4.57,6,6,5,6,6,5.80,4,5,4,4.33,5,5,4,4,5,4.75,5,5,5,6,5,5,5.20,6,4,4,6,4,6,5.20,4,2,3,5,3,3.00,6,6,6,6.00,3,Accounting,0,1989,27,1,-0.50,0,0,1,0,0,0,,-0.50,2,6,2.00,2.00,3,,1,0,,Gathering opinions on implicit bias,2
136,0.5,-0.5,0,0,1,0,4,5,6,3,5,2,6,5,5.17,2,6,2,6,6,2,7,6,6,6,5.57,7,7,7,5,7,6.60,4,4,3,3.67,4,5,2,6,4,4.75,6,6,4,5,4,4,4.60,7,3,5,6,6,7,6.20,5,2,3,3,5,3.75,5,5,5,5.00,3,Publishing consultant,0,1965,51,2,0.50,0,0,1,0,0,0,,-0.50,2,6,2.00,2.00,1,,1,0,NA,How we feel about racial bias,2
137,0.5,-0.5,0,0,1,0,6,5,4,4,4,3,5,5,4.83,4,4,4,4,3,5,4,6,6,5,4.86,4,5,5,4,5,4.60,1,3,3,2.33,4,5,4,4,3,4.00,4,1,1,5,1,1,1.80,6,1,7,7,5,4,5.80,5,4,4,3,5,4.50,7,7,7,7.00,3,IT,0,1984,32,1,-0.50,0,0,1,0,0,0,,-0.50,1,7,1.00,1.00,1,,1,0,no,attitudes about implicit bias,2
138,0.5,-0.5,0,0,1,0,2,3,3,5,3,5,3,3,2.83,6,2,6,2,6,2,3,2,5,5,3.00,2,2,3,5,3,3.00,2,3,2,2.33,5,5,3,5,2,4.25,3,2,6,6,2,2,3.60,6,5,3,5,6,6,5.20,3,2,2,5,3,2.50,6,6,6,6.00,3,driver,0,1987,29,1,-0.50,0,0,1,0,0,0,,-0.50,5,5,3.00,4.00,3,,1,0,No comments,Gauging opinions on potential biases in ourselves and others.,2
139,0.5,-0.5,0,0,1,0,5,5,5,3,5,1,7,6,5.50,5,3,5,3,5,3,7,7,7,7,5.29,7,5,7,5,5,5.80,1,2,1,1.33,2,5,4,4,2,3.25,5,6,3,6,5,1,4.20,7,1,7,7,6,7,6.80,1,1,1,6,2,1.25,6,7,7,6.67,3,workamper,0,1962,54,2,0.50,0,0,1,0,0,0,,-0.50,5,5,3.00,4.00,2,,1,0,no,To see how people view their own bias.,2
140,0.5,-0.5,0,0,1,0,6,6,6,1,7,1,7,6,6.33,1,7,1,7,3,5,7,7,7,7,6.71,7,7,7,7,5,6.60,4,7,4,5.00,5,5,3,5,5,5.00,3,1,1,5,1,2,2.00,7,1,7,7,7,6,6.80,5,5,5,3,5,5.00,6,6,6,6.00,3,Legal Assistant,0,1967,49,2,0.50,0,0,1,0,0,0,,-0.50,1,5,3.00,2.00,1,,1,0,,To see if there was disconnect between what we thought should be true for doctors and what is true for ourselves.,2
141,0.5,-0.5,0,0,1,0,6,7,6,2,6,2,6,7,6.33,3,5,3,5,5,3,6,6,6,6,5.29,4,5,4,5,6,4.80,2,2,2,2.00,6,5,3,5,4,5.00,4,3,5,4,4,4,4.00,6,4,4,3,3,4,4.00,5,3,3,5,3,3.50,5,6,6,5.67,3,retail,0,1977,39,2,0.50,0,1,1,0,0,0,,0.50,6,2,6.00,6.00,2,,1,0,,,2
142,0.5,-0.5,0,0,1,0,5,5,5,3,5,3,5,5,5.00,4,4,4,4,4,4,5,5,5,5,4.57,5,5,5,5,5,5.00,3,5,3,3.67,5,5,3,5,5,5.00,5,5,5,5,5,5,5.00,5,3,5,5,5,4,4.80,5,5,5,3,5,5.00,6,6,5,5.67,3,Retail Manager,0,1982,34,1,-0.50,0,0,1,0,0,0,,-0.50,4,5,3.00,3.50,3,,1,0,no,Determining how respondents view implicit bias,2
143,0.5,-0.5,0,0,1,0,6,4,4,3,5,6,2,2,3.83,6,2,2,6,5,3,4,7,3,4,4.14,4,5,2,4,6,4.20,5,7,4,5.33,2,6,3,5,4,4.25,4,5,3,2,3,2,3.00,5,6,2,3,6,5,4.20,5,5,6,3,5,5.25,5,5,3,4.33,1,student,0,1995,21,2,0.50,0,1,0,0,0,0,,0.50,5,2,6.00,5.50,3,,1,0,,,2
144,0.5,-0.5,0,0,1,0,4,4,4,4,4,6,2,4,3.67,5,3,4,4,4,4,5,5,5,5,4.43,4,4,3,4,2,3.40,3,4,1,2.67,6,6,2,6,6,6.00,2,5,5,5,5,2,4.40,4,4,4,4,4,2,3.60,6,2,2,6,2,3.00,6,6,3,5.00,3,Occupational therapy technician/office manager,0,1987,29,2,0.50,0,0,1,0,0,0,,-0.50,7,1,7.00,7.00,2,,1,0,,Not sure,2
145,0.5,-0.5,0,0,1,0,5,6,6,1,7,2,6,5,5.83,2,6,3,5,2,6,3,3,3,4,4.29,6,5,5,3,5,4.80,5,5,2,4.00,5,6,2,6,5,5.50,5,3,3,3,2,2,2.60,6,2,6,6,6,6,6.00,5,2,3,3,5,3.75,5,5,6,5.33,3,caretaker,0,1970,46,2,0.50,0,0,1,0,0,0,,-0.50,5,5,3.00,4.00,2,,1,0,I tend to be more conservative in terms of finance and liberal in social terms.,to see how reading the article affected your answers.,2
146,0.5,-0.5,0,0,1,0,7,7,7,1,7,1,7,7,7.00,1,7,1,7,1,7,7,7,7,7,7.00,7,7,7,4,5,6.00,4,7,5,5.33,3,3,6,2,1,2.25,1,4,1,4,1,1,2.20,7,1,7,7,7,7,7.00,1,1,1,7,1,1.00,6,6,6,6.00,3,administrative assistant,0,1980,36,2,0.50,0,0,1,0,0,0,,-0.50,2,6,2.00,2.00,1,,1,0,Thanks for the great survey!,bias people have toward others,2
147,0.5,-0.5,0,0,1,0,3,4,5,3,5,5,3,5,4.17,5,3,6,2,6,2,5,3,5,3,3.29,3,3,2,5,3,3.20,2,3,2,2.33,5,5,3,5,5,5.00,3,5,6,5,5,5,5.20,3,5,3,3,3,2,2.80,5,5,5,3,5,5.00,6,6,6,6.00,3,restaurant manager,0,1969,47,2,0.50,0,0,1,0,0,0,,-0.50,6,2,6.00,6.00,2,,1,0,,To learn peoples perspectives on implicit bias,2
148,0.5,-0.5,0,0,1,0,4,5,6,5,3,5,3,6,4.50,4,4,5,3,6,2,5,5,5,5,4.14,6,5,5,5,6,5.40,5,4,5,4.67,5,6,5,3,6,5.00,5,5,5,6,5,5,5.20,6,3,5,6,5,5,5.40,5,4,4,5,3,4.00,6,6,6,6.00,3,Doctor,1,1982,34,1,-0.50,0,0,1,0,0,0,,-0.50,3,5,3.00,3.00,1,,1,0,None,I don't know,2
149,0.5,-0.5,0,0,1,0,5,6,6,2,6,2,6,5,5.67,2,6,2,6,2,6,6,7,6,7,6.29,6,6,6,6,6,6.00,5,5,5,5.00,5,5,2,6,5,5.25,5,2,2,2,2,2,2.00,6,2,6,6,6,6,6.00,5,5,5,3,5,5.00,3,6,6,5.00,3,In home health technician,1,1979,37,2,0.50,0,0,1,0,0,0,,-0.50,2,6,2.00,2.00,1,,1,0,No,To see how I felt about bias,2
150,0.5,-0.5,0,0,1,0,6,6,7,3,5,2,6,7,6.17,6,2,5,3,4,4,5,5,4,5,4.00,7,6,7,5,3,5.60,4,5,5,4.67,6,6,2,6,6,6.00,3,3,4,3,4,5,3.80,3,4,4,2,3,2,2.80,6,3,2,4,4,3.75,5,5,5,5.00,3,nurse aide,1,1958,58,2,0.50,0,0,1,0,0,0,,-0.50,5,3,5.00,5.00,3,,1,0,thank you,prejudice,2
151,0.5,-0.5,0,0,1,0,2,5,5,3,5,4,4,5,4.33,5,3,5,3,5,3,5,6,6,6,4.57,6,5,6,5,5,5.40,1,3,1,1.67,6,7,3,5,5,5.75,5,7,5,6,5,5,5.60,7,1,7,7,7,7,7.00,5,5,6,3,5,5.25,2,5,5,4.00,3,office manager,0,1969,47,2,0.50,0,0,1,0,0,0,,-0.50,6,1,7.00,6.50,2,,1,0,,racial biases,3
152,0.5,-0.5,0,0,1,0,6,6,6,2,6,2,6,5,5.83,2,6,1,7,2,6,4,6,6,6,5.86,6,6,6,5,4,5.40,6,6,5,5.67,5,5,6,2,4,4.00,7,4,4,6,4,2,4.00,6,1,7,6,7,6,6.40,5,5,5,3,5,5.00,6,6,6,6.00,3,Writer,0,1992,24,2,0.50,0,0,1,0,0,0,,-0.50,1,7,1.00,1.00,4,Anarcho-Communist,1,0,Thanks!,To see people's thoughts on biases,2
153,0.5,-0.5,0,0,1,0,5,5,4,5,3,4,4,6,4.50,4,4,4,4,4,4,5,6,5,6,4.86,6,6,6,5,5,5.60,4,5,3,4.00,3,4,5,3,2,3.00,4,6,4,4,4,4,4.40,7,2,6,6,6,6,6.20,2,2,2,5,3,2.25,5,6,6,5.67,3,case coordinator,0,1986,30,1,-0.50,0,0,0,1,0,0,,0.50,4,6,2.00,3.00,1,,1,0,good luck with your research,not sure,2
154,0.5,-0.5,0,0,1,0,6,5,5,4,4,2,6,5,5.17,5,3,4,4,6,2,6,6,6,6,4.71,6,4,6,2,3,4.20,3,4,4,3.67,5,6,6,2,5,4.50,4,3,3,6,3,2,3.40,7,3,5,6,5,5,5.60,5,5,4,4,4,4.50,6,6,6,6.00,3,Pharmacy Technician,0,1993,23,2,0.50,0,1,0,0,0,0,,0.50,1,6,2.00,1.50,3,,1,0,,,3
155,0.5,-0.5,0,0,1,0,4,5,6,3,5,2,6,5,5.17,3,5,5,3,5,3,5,5,5,5,4.43,7,6,7,1,6,5.40,2,3,3,2.67,5,5,1,7,5,5.50,7,6,7,6,7,6,6.40,6,2,6,7,7,7,6.60,6,6,6,1,7,6.25,7,7,7,7.00,3,PARENT EDUCATOR SUPERVISOR,0,1982,34,2,0.50,0,0,1,0,0,0,,-0.50,3,5,3.00,3.00,1,,1,0,,UNSURE,2
156,0.5,-0.5,0,0,1,0,4,6,5,3,5,7,1,6,4.50,5,3,5,3,5,3,7,7,7,7,5.29,5,3,1,3,3,3.00,1,1,1,1.00,7,7,1,7,7,7.00,5,7,7,7,7,7,7.00,6,4,4,6,5,1,4.40,7,7,5,3,5,6.00,7,7,7,7.00,3,chemical engineer,0,1984,32,1,-0.50,0,0,1,0,0,0,,-0.50,6,3,5.00,5.50,2,,1,0,,To study bias and prejudice,2
157,0.5,-0.5,0,0,1,0,7,7,7,1,7,1,7,7,7.00,1,7,1,7,1,7,7,7,7,7,7.00,7,5,7,7,7,6.60,7,7,7,7.00,5,5,5,3,2,3.75,2,4,7,1,4,1,3.40,4,1,7,7,7,7,6.40,5,7,6,1,7,6.25,6,7,6,6.33,3,caregiver/housekeeper,0,1961,55,2,0.50,0,0,1,0,0,0,,-0.50,5,3,5.00,5.00,3,,1,0,"I think that Dr.s, Judges, etc should be checked for there implicit bias feelings about every 3-4 years.",To help people and you understand how bias and non bias and implicit bias effect everyone,2
158,0.5,-0.5,0,0,1,0,5,5,5,3,5,2,6,6,5.33,3,5,3,5,3,5,6,6,6,6,5.57,6,6,6,6,6,6.00,4,5,4,4.33,3,3,5,3,3,3.00,4,2,2,4,2,2,2.40,6,1,7,7,6,7,6.60,3,2,3,4,4,3.00,5,5,5,5.00,3,Technician,0,1986,30,1,-0.50,1,0,0,0,0,0,,0.50,4,4,4.00,4.00,3,,1,0,N/A,To examine how individuals view implicit bias.,2
159,0.5,-0.5,0,0,1,0,4,4,5,4,4,4,4,6,4.50,6,2,6,2,6,2,6,6,6,6,4.29,6,6,6,5,5,5.60,4,5,4,4.33,5,6,2,6,5,5.50,5,6,6,6,6,6,6.00,7,2,6,7,6,6,6.40,5,5,6,3,5,5.25,6,6,6,6.00,3,secretary,0,1972,44,2,0.50,0,0,1,0,0,0,,-0.50,5,5,3.00,4.00,2,,1,0,no,how bias affects us,2
160,0.5,-0.5,0,0,1,0,2,3,5,4,4,3,5,7,4.33,4,4,4,4,5,3,5,6,5,6,4.71,6,5,4,3,5,4.60,4,4,3,3.67,5,5,3,5,5,5.00,5,4,3,5,3,3,3.60,6,2,6,6,6,6,6.00,5,5,4,2,6,5.00,6,6,7,6.33,3,student,0,1996,20,1,-0.50,0,1,0,0,0,0,,0.50,5,4,4.00,4.50,2,,1,0,,How we view ourselves as biased individuals.,2
161,0.5,-0.5,0,0,1,0,3,6,6,3,5,4,4,7,5.17,5,3,5,3,5,3,6,7,6,6,4.86,7,5,7,4,3,5.20,5,6,4,5.00,6,6,2,6,7,6.25,6,2,2,6,5,2,3.40,7,2,6,6,7,7,6.60,6,2,6,6,2,4.00,6,7,7,6.67,3,Retired,0,1956,60,1,-0.50,0,0,1,0,0,0,,-0.50,5,4,4.00,4.50,2,,1,0,,"Not sure, but I can definitely believe ageism occurs.",2
162,0.5,-0.5,0,0,1,0,3,7,7,2,6,2,6,7,6.00,2,6,7,1,2,6,4,4,3,5,4.14,7,5,7,2,5,5.20,2,5,5,4.00,5,5,6,2,1,3.25,1,1,1,1,1,1,1.00,7,1,7,7,7,7,7.00,1,1,1,5,3,1.50,6,6,5,5.67,3,Manager,0,1957,59,2,0.50,0,0,1,0,0,0,,-0.50,7,1,7.00,7.00,2,,1,0,"interesting, thanks",biases and judgments,3
163,0.5,-0.5,0,0,1,0,3,4,5,5,3,4,4,6,4.17,5,3,5,3,4,4,6,6,6,7,5.00,5,6,6,5,6,5.60,4,5,6,5.00,5,6,4,4,6,5.25,5,6,5,6,7,6,6.00,7,3,5,6,6,6,6.00,5,6,6,3,5,5.50,6,7,6,6.33,3,Sales Associate,0,1990,26,2,0.50,0,0,1,0,0,0,,-0.50,3,5,3.00,3.00,3,,1,0,Interesting study,How people react to bias,2
164,0.5,-0.5,0,0,1,0,5,5,5,3,5,3,5,6,5.17,3,5,4,4,5,3,5,6,6,6,5.00,7,6,7,5,5,6.00,4,4,4,4.00,7,7,3,5,6,6.25,5,3,5,7,4,3,4.40,7,2,6,7,7,7,6.80,6,5,6,3,5,5.50,6,6,6,6.00,3,Operations Supervisor,0,1982,34,2,0.50,0,0,1,0,0,0,,-0.50,1,7,1.00,1.00,1,,1,0,,,2
